--2017-05-08 02:00:02--  ftp://bks-speedtest-1.tele2.net/100MB.zip
           => ‘/dev/null’
Resolving bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)... 90.130.74.113, 2a00:800:1010:9::2
Connecting to bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)|90.130.74.113|:21... connected.
Logging in as anonymous ... Logged in!
==> SYST ... done.    ==> PWD ... done.
 63200K .......... .......... .......... .......... .......... 61%  170M 1s
 63250K .......... .......... .......... .......... .......... 61% 9.82M 1s
 63300K .......... .......... .......... .......... .......... 61%  440M 1s
 63350K .......... .......... .......... .......... .......... 61% 4.26M 1s
 63400K .......... .......... .......... .......... .......... 61% 88.3M 1s
 63450K .......... .......... .......... .......... .......... 62%  119M 1s
 63500K .......... .......... .......... .......... .......... 62% 70.8M 1s
 63550K .......... .......... .......... .......... .......... 62%  152M 1s
 63600K .......... .......... .......... .......... .......... 62%  102M 1s
 63650K .......... .......... .......... .......... .......... 62%  116M 1s
 63700K .......... .......... .......... .......... .......... 62% 62.3M 1s
 63750K .......... .......... .......... .......... .......... 62% 62.1M 1s
 63800K .......... .......... .......... .......... .......... 62%  100M 1s
 63850K .......... .......... .......... .......... .......... 62%  196M 1s
 63900K .......... .......... .......... .......... .......... 62%  144M 1s
 63950K .......... .......... .......... .......... .......... 62%  158M 1s
 64000K .......... .......... .......... .......... .......... 62%  177M 1s
 64050K .......... .......... .......... .......... .......... 62% 22.8M 1s
 64100K .......... .......... .......... .......... .......... 62%  161M 1s
 64150K .......... .......... .......... .......... .......... 62%  171M 1s
 64200K .......... .......... .......... .......... .......... 62%  179M 1s
 64250K .......... .......... .......... .......... .......... 62%  142M 1s
 64300K .......... .......... .......... .......... .......... 62% 18.6M 1s
 64350K .......... .......... .......... .......... .......... 62%  151M 1s
 64400K .......... .......... .......... .......... .......... 62%  227M 1s
 64450K .......... .......... .......... .......... .......... 62%  362M 1s
 64500K .......... .......... .......... .......... .......... 63% 29.4M 1s
 64550K .......... .......... .......... .......... .......... 63%  160M 1s
 64600K .......... .......... .......... .......... .......... 63%  200M 1s
 64650K .......... .......... .......... .......... .......... 63%  141M 1s
 64700K .......... .......... .......... .......... .......... 63% 63.6M 1s
 64750K .......... .......... .......... .......... .......... 63% 8.00M 1s
 64800K .......... .......... .......... .......... .......... 63%  104M 1s
 64850K .......... .......... .......... .......... .......... 63%  128M 1s
 64900K .......... .......... .......... .......... .......... 63% 98.1M 1s
 64950K .......... .......... .......... .......... .......... 63% 99.8M 1s
 65000K .......... .......... .......... .......... .......... 63% 80.7M 1s
 65050K .......... .......... .......... .......... .......... 63%  174M 1s
 65100K .......... .......... .......... .......... .......... 63% 46.7M 1s
 65150K .......... .......... .......... .......... .......... 63%  143M 1s
 65200K .......... .......... .......... .......... .......... 63%  101M 1s
 65250K .......... .......... .......... .......... .......... 63% 50.7M 1s
 65300K .......... .......... .......... .......... .......... 63%  184M 1s
 65350K .......... .......... .......... .......... .......... 63% 62.8M 1s
 65400K .......... .......... .......... .......... .......... 63%  210M 1s
 65450K .......... .......... .......... .......... .......... 63%  152M 1s
 65500K .......... .......... .......... .......... .......... 64% 67.6M 1s
 65550K .......... .......... .......... .......... .......... 64%  254M 1s
 65600K .......... .......... .......... .......... .......... 64% 57.5M 1s
 65650K .......... .......... .......... .......... .......... 64% 28.5M 1s
 65700K .......... .......... .......... .......... .......... 64% 55.8M 1s
 65750K .......... .......... .......... .......... .......... 64% 38.6M 1s
 65800K .......... .......... .......... .......... .......... 64% 89.3M 1s
 65850K .......... .......... .......... .......... .......... 64%  162M 1s
 65900K .......... .......... .......... .......... .......... 64% 26.1M 1s
 65950K .......... .......... .......... .......... .......... 64%  164M 1s
 66000K .......... .......... .......... .......... .......... 64%  453M 1s
 66050K .......... .......... .......... .......... .......... 64%  396M 1s
 66100K .......... .......... .......... .......... .......... 64%  458M 1s
 66150K .......... .......... .......... .......... .......... 64%  461M 1s
 66200K .......... .......... .......... .......... .......... 64% 3.56M 1s
 66250K .......... .......... .......... .......... .......... 64%  150M 1s
 66300K .......... .......... .......... .......... .......... 64% 91.2M 1s
 66350K .......... .......... .......... .......... .......... 64% 81.2M 1s
 66400K .......... .......... .......... .......... .......... 64%  179M 1s
 66450K .......... .......... .......... .......... .......... 64%  146M 1s
 66500K .......... .......... .......... .......... .......... 64% 68.9M 1s
 66550K .......... .......... .......... .......... .......... 65%  156M 1s
 66600K .......... .......... .......... .......... .......... 65% 52.3M 1s
 66650K .......... .......... .......... .......... .......... 65%  147M 1s
 66700K .......... .......... .......... .......... .......... 65% 49.1M 1s
 66750K .......... .......... .......... .......... .......... 65%  184M 1s
 66800K .......... .......... .......... .......... .......... 65% 25.4M 1s
 66850K .......... .......... .......... .......... .......... 65%  112M 1s
 66900K .......... .......... .......... .......... .......... 65%  138M 1s
 66950K .......... .......... .......... .......... .......... 65%  251M 1s
 67000K .......... .......... .......... .......... .......... 65%  116M 1s
 67050K .......... .......... .......... .......... .......... 65%  189M 1s
 67100K .......... .......... .......... .......... .......... 65%  181M 1s
 67150K .......... .......... .......... .......... .......... 65%  147M 1s
 67200K .......... .......... .......... .......... .......... 65% 21.8M 1s
 67250K .......... .......... .......... .......... .......... 65%  153M 1s
 67300K .......... .......... .......... .......... .......... 65%  141M 1s
 67350K .......... .......... .......... .......... .......... 65% 26.1M 1s
 67400K .......... .......... .......... .......... .......... 65%  191M 1s
 67450K .......... .......... .......... .......... .......... 65%  147M 1s
 67500K .......... .......... .......... .......... .......... 65%  160M 1s
 67550K .......... .......... .......... .......... .......... 66% 24.1M 1s
 67600K .......... .......... .......... .......... .......... 66%  309M 1s
 67650K .......... .......... .......... .......... .......... 66% 9.91M 1s
 67700K .......... .......... .......... .......... .......... 66%  138M 1s
 67750K .......... .......... .......... .......... .......... 66% 37.3M 1s
 67800K .......... .......... .......... .......... .......... 66%  158M 1s
 67850K .......... .......... .......... .......... .......... 66%  178M 1s
 67900K .......... .......... .......... .......... .......... 66%  146M 1s
 67950K .......... .......... .......... .......... .......... 66%  269M 1s
 68000K .......... .......... .......... .......... .......... 66%  176M 1s
 68050K .......... .......... .......... .......... .......... 66% 37.9M 1s
 68100K .......... .......... .......... .......... .......... 66%  174M 1s
 68150K .......... .......... .......... .......... .......... 66%  195M 1s
 68200K .......... .......... .......... .......... .......... 66%  163M 1s
 68250K .......... .......... .......... .......... .......... 66%  128M 1s
 68300K .......... .......... .......... .......... .......... 66%  163M 1s
 68350K .......... .......... .......... .......... .......... 66% 34.1M 1s
 68400K .......... .......... .......... .......... .......... 66% 86.6M 1s
 68450K .......... .......... .......... .......... .......... 66% 54.7M 1s
 68500K .......... .......... .......... .......... .......... 66% 40.1M 1s
 68550K .......... .......... .......... .......... .......... 66% 76.4M 1s
 68600K .......... .......... .......... .......... .......... 67% 28.1M 1s
 68650K .......... .......... .......... .......... .......... 67% 88.8M 1s
 68700K .......... .......... .......... .......... .......... 67%  143M 1s
 68750K .......... .......... .......... .......... .......... 67% 23.9M 1s
 68800K .......... .......... .......... .......... .......... 67%  354M 1s
 68850K .......... .......... .......... .......... .......... 67%  455M 1s
 68900K .......... .......... .......... .......... .......... 67%  461M 1s
 68950K .......... .......... .......... .......... .......... 67%  456M 1s
 69000K .......... .......... .......... .......... .......... 67%  401M 1s
 69050K .......... .......... .......... .......... .......... 67% 3.63M 1s
 69100K .......... .......... .......... .......... .......... 67% 99.0M 1s
 69150K .......... .......... .......... .......... .......... 67%  114M 1s
 69200K .......... .......... .......... .......... .......... 67% 45.8M 1s
 69250K .......... .......... .......... .......... .......... 67%  147M 1s
 69300K .......... .......... .......... .......... .......... 67%  161M 1s
 69350K .......... .......... .......... .......... .......... 67%  167M 1s
 69400K .......... .......... .......... .......... .......... 67%  235M 1s
 69450K .......... .......... .......... .......... .......... 67% 48.9M 1s
 69500K .......... .......... .......... .......... .......... 67%  125M 1s
 69550K .......... .......... .......... .......... .......... 67% 86.0M 1s
 69600K .......... .......... .......... .......... .......... 68% 58.8M 1s
 69650K .......... .......... .......... .......... .......... 68%  168M 1s
 69700K .......... .......... .......... .......... .......... 68% 29.9M 1s
 69750K .......... .......... .......... .......... .......... 68% 53.4M 1s
 69800K .......... .......... .......... .......... .......... 68% 50.2M 1s
 69850K .......... .......... .......... .......... .......... 68% 55.0M 1s
 69900K .......... .......... .......... .......... .......... 68% 52.0M 1s
 69950K .......... .......... .......... .......... .......... 68% 20.5M 1s
 70000K .......... .......... .......... .......... .......... 68% 92.3M 1s
 70050K .......... .......... .......... .......... .......... 68% 55.7M 1s
 70100K .......... .......... .......... .......... .......... 68% 45.7M 1s
 70150K .......... .......... .......... .......... .......... 68% 64.1M 1s
 70200K .......... .......... .......... .......... .......... 68%  402M 1s
 70250K .......... .......... .......... .......... .......... 68%  448M 1s
 70300K .......... .......... .......... .......... .......... 68% 62.5M 1s
 70350K .......... .......... .......... .......... .......... 68%  376M 1s
 70400K .......... .......... .......... .......... .......... 68%  453M 1s
 70450K .......... .......... .......... .......... .......... 68% 77.1M 1s
 70500K .......... .......... .......... .......... .......... 68%  447M 1s
 70550K .......... .......... .......... .......... .......... 68% 12.1M 1s
 70600K .......... .......... .......... .......... .......... 68%  130M 1s
 70650K .......... .......... .......... .......... .......... 69% 46.1M 1s
 70700K .......... .......... .......... .......... .......... 69%  138M 1s
 70750K .......... .......... .......... .......... .......... 69%  103M 1s
 70800K .......... .......... .......... .......... .......... 69%  149M 1s
 70850K .......... .......... .......... .......... .......... 69%  147M 1s
 70900K .......... .......... .......... .......... .......... 69%  149M 1s
 70950K .......... .......... .......... .......... .......... 69% 28.2M 1s
 71000K .......... .......... .......... .......... .......... 69%  161M 1s
 71050K .......... .......... .......... .......... .......... 69%  142M 1s
 71100K .......... .......... .......... .......... .......... 69%  170M 1s
 71150K .......... .......... .......... .......... .......... 69%  222M 1s
 71200K .......... .......... .......... .......... .......... 69%  150M 1s
 71250K .......... .......... .......... .......... .......... 69% 20.6M 1s
 71300K .......... .......... .......... .......... .......... 69%  155M 1s
 71350K .......... .......... .......... .......... .......... 69%  144M 1s
 71400K .......... .......... .......... .......... .......... 69%  147M 1s
 71450K .......... .......... .......... .......... .......... 69%  175M 1s
 71500K .......... .......... .......... .......... .......... 69%  220M 1s
 71550K .......... .......... .......... .......... .......... 69% 18.5M 1s
 71600K .......... .......... .......... .......... .......... 69%  182M 1s
 71650K .......... .......... .......... .......... .......... 70%  139M 1s
 71700K .......... .......... .......... .......... .......... 70% 80.0M 1s
 71750K .......... .......... .......... .......... .......... 70%  445M 1s
 71800K .......... .......... .......... .......... .......... 70% 62.8M 1s
 71850K .......... .......... .......... .......... .......... 70%  450M 1s
 71900K .......... .......... .......... .......... .......... 70% 3.93M 1s
 71950K .......... .......... .......... .......... .......... 70% 31.0M 1s
 72000K .......... .......... .......... .......... .......... 70% 99.7M 1s
 72050K .......... .......... .......... .......... .......... 70%  105M 1s
 72100K .......... .......... .......... .......... .......... 70%  123M 1s
 72150K .......... .......... .......... .......... .......... 70% 71.9M 1s
 72200K .......... .......... .......... .......... .......... 70%  154M 1s
 72250K .......... .......... .......... .......... .......... 70%  126M 1s
 72300K .......... .......... .......... .......... .......... 70% 51.1M 1s
 72350K .......... .......... .......... .......... .......... 70%  129M 1s
 72400K .......... .......... .......... .......... .......... 70%  145M 1s
 72450K .......... .......... .......... .......... .......... 70% 99.7M 1s
 72500K .......... .......... .......... .......... .......... 70%  176M 1s
 72550K .......... .......... .......... .......... .......... 70%  189M 1s
 72600K .......... .......... .......... .......... .......... 70% 6.24M 1s
 72650K .......... .......... .......... .......... .......... 70%  122M 1s
 72700K .......... .......... .......... .......... .......... 71%  149M 1s
 72750K .......... .......... .......... .......... .......... 71%  444M 1s
 72800K .......... .......... .......... .......... .......... 71%  167M 1s
 72850K .......... .......... .......... .......... .......... 71%  150M 1s
 72900K .......... .......... .......... .......... .......... 71%  275M 1s
 72950K .......... .......... .......... .......... .......... 71%  450M 1s
 73000K .......... .......... .......... .......... .......... 71%  372M 1s
 73050K .......... .......... .......... .......... .......... 71%  453M 1s
 73100K .......... .......... .......... .......... .......... 71%  456M 1s
 73150K .......... .......... .......... .......... .......... 71%  449M 1s
 73200K .......... .......... .......... .......... .......... 71% 19.2M 1s
 73250K .......... .......... .......... .......... .......... 71%  449M 1s
 73300K .......... .......... .......... .......... .......... 71% 17.2M 1s
 73350K .......... .......... .......... .......... .......... 71%  118M 1s
 73400K .......... .......... .......... .......... .......... 71% 36.7M 1s
 73450K .......... .......... .......... .......... .......... 71% 87.8M 1s
 73500K .......... .......... .......... .......... .......... 71% 63.2M 1s
 73550K .......... .......... .......... .......... .......... 71%  135M 1s
 73600K .......... .......... .......... .......... .......... 71%  145M 1s
 73650K .......... .......... .......... .......... .......... 71%  211M 1s
 73700K .......... .......... .......... .......... .......... 72% 11.4M 1s
 73750K .......... .......... .......... .......... .......... 72%  141M 1s
 73800K .......... .......... .......... .......... .......... 72%  139M 1s
 73850K .......... .......... .......... .......... .......... 72%  147M 1s
 73900K .......... .......... .......... .......... .......... 72%  174M 1s
 73950K .......... .......... .......... .......... .......... 72%  226M 1s
 74000K .......... .......... .......... .......... .......... 72%  135M 1s
 74050K .......... .......... .......... .......... .......... 72%  192M 1s
 74100K .......... .......... .......... .......... .......... 72% 12.2M 1s
 74150K .......... .......... .......... .......... .......... 72%  137M 1s
 74200K .......... .......... .......... .......... .......... 72%  134M 1s
 74250K .......... .......... .......... .......... .......... 72%  185M 1s
 74300K .......... .......... .......... .......... .......... 72%  224M 1s
 74350K .......... .......... .......... .......... .......... 72%  343M 1s
 74400K .......... .......... .......... .......... .......... 72%  384M 1s
 74450K .......... .......... .......... .......... .......... 72%  448M 1s
 74500K .......... .......... .......... .......... .......... 72%  448M 1s
 74550K .......... .......... .......... .......... .......... 72%  457M 1s
 74600K .......... .......... .......... .......... .......... 72%  391M 1s
 74650K .......... .......... .......... .......... .......... 72%  456M 1s
 74700K .......... .......... .......... .......... .......... 72%  438M 1s
 74750K .......... .......... .......... .......... .......... 73%  462M 1s
 74800K .......... .......... .......... .......... .......... 73% 4.59M 1s
 74850K .......... .......... .......... .......... .......... 73%  100M 1s
 74900K .......... .......... .......... .......... .......... 73% 11.6M 1s
 74950K .......... .......... .......... .......... .......... 73%  125M 1s
 75000K .......... .......... .......... .......... .......... 73%  103M 1s
 75050K .......... .......... .......... .......... .......... 73%  106M 1s
 75100K .......... .......... .......... .......... .......... 73%  131M 1s
 75150K .......... .......... .......... .......... .......... 73% 81.6M 1s
 75200K .......... .......... .......... .......... .......... 73%  134M 1s
 75250K .......... .......... .......... .......... .......... 73%  135M 1s
 75300K .......... .......... .......... .......... .......... 73% 88.1M 1s
 75350K .......... .......... .......... .......... .......... 73% 42.9M 1s
 75400K .......... .......... .......... .......... .......... 73%  188M 1s
 75450K .......... .......... .......... .......... .......... 73%  165M 1s
 75500K .......... .......... .......... .......... .......... 73%  161M 1s
 75550K .......... .......... .......... .......... .......... 73%  175M 1s
 75600K .......... .......... .......... .......... .......... 73% 8.33M 1s
 75650K .......... .......... .......... .......... .......... 73%  118M 1s
 75700K .......... .......... .......... .......... .......... 73%  132M 1s
 75750K .......... .......... .......... .......... .......... 74%  112M 1s
 75800K .......... .......... .......... .......... .......... 74%  167M 1s
 75850K .......... .......... .......... .......... .......... 74%  227M 1s
 75900K .......... .......... .......... .......... .......... 74%  159M 1s
 75950K .......... .......... .......... .......... .......... 74%  179M 1s
 76000K .......... .......... .......... .......... .......... 74%  172M 1s
 76050K .......... .......... .......... .......... .......... 74% 4.97M 1s
 76100K .......... .......... .......... .......... .......... 74%  151M 1s
 76150K .......... .......... .......... .......... .......... 74%  145M 1s
 76200K .......... .......... .......... .......... .......... 74%  186M 1s
 76250K .......... .......... .......... .......... .......... 74%  370M 1s
 76300K .......... .......... .......... .......... .......... 74%  449M 1s
 76350K .......... .......... .......... .......... .......... 74%  463M 1s
 76400K .......... .......... .......... .......... .......... 74%  465M 1s
 76450K .......... .......... .......... .......... .......... 74%  399M 1s
 76500K .......... .......... .......... .......... .......... 74%  467M 1s
 76550K .......... .......... .......... .......... .......... 74%  467M 1s
 76600K .......... .......... .......... .......... .......... 74% 22.3M 1s
 76650K .......... .......... .......... .......... .......... 74%  176M 1s
 76700K .......... .......... .......... .......... .......... 74%  168M 1s
 76750K .......... .......... .......... .......... .......... 75%  161M 1s
 76800K .......... .......... .......... .......... .......... 75%  220M 1s
 76850K .......... .......... .......... .......... .......... 75%  177M 1s
 76900K .......... .......... .......... .......... .......... 75%  177M 1s
 76950K .......... .......... .......... .......... .......... 75%  156M 1s
 77000K .......... .......... .......... .......... .......... 75% 9.99M 1s
 77050K .......... .......... .......... .......... .......... 75%  393M 1s
 77100K .......... .......... .......... .......... .......... 75%  385M 1s
 77150K .......... .......... .......... .......... .......... 75%  189M 1s
 77200K .......... .......... .......... .......... .......... 75%  230M 1s
 77250K .......... .......... .......... .......... .......... 75%  199M 1s
 77300K .......... .......... .......... .......... .......... 75%  241M 1s
 77350K .......... .......... .......... .......... .......... 75%  410M 1s
 77400K .......... .......... .......... .......... .......... 75%  225M 1s
 77450K .......... .......... .......... .......... .......... 75%  235M 1s
 77500K .......... .......... .......... .......... .......... 75% 5.14M 1s
 77550K .......... .......... .......... .......... .......... 75% 83.0M 1s
 77600K .......... .......... .......... .......... .......... 75%  152M 1s
 77650K .......... .......... .......... .......... .......... 75%  127M 1s
 77700K .......... .......... .......... .......... .......... 75%  116M 1s
 77750K .......... .......... .......... .......... .......... 75% 12.1M 1s
 77800K .......... .......... .......... .......... .......... 76%  114M 1s
 77850K .......... .......... .......... .......... .......... 76%  107M 1s
 77900K .......... .......... .......... .......... .......... 76%  120M 1s
 77950K .......... .......... .......... .......... .......... 76%  120M 1s
 78000K .......... .......... .......... .......... .......... 76% 99.6M 1s
 78050K .......... .......... .......... .......... .......... 76%  101M 1s
 78100K .......... .......... .......... .......... .......... 76%  125M 1s
 78150K .......... .......... .......... .......... .......... 76% 19.9M 1s
 78200K .......... .......... .......... .......... .......... 76%  138M 1s
 78250K .......... .......... .......... .......... .......... 76%  159M 1s
 78300K .......... .......... .......... .......... .......... 76%  155M 1s
 78350K .......... .......... .......... .......... .......... 76% 19.4M 1s
 78400K .......... .......... .......... .......... .......... 76%  428M 1s
 78450K .......... .......... .......... .......... .......... 76%  413M 1s
 78500K .......... .......... .......... .......... .......... 76%  355M 1s
 78550K .......... .......... .......... .......... .......... 76%  451M 1s
 78600K .......... .......... .......... .......... .......... 76%  463M 1s
 78650K .......... .......... .......... .......... .......... 76% 48.1M 1s
 78700K .......... .......... .......... .......... .......... 76% 10.9M 1s
 78750K .......... .......... .......... .......... .......... 76%  204M 1s
 78800K .......... .......... .......... .......... .......... 77%  325M 1s
 78850K .......... .......... .......... .......... .......... 77%  440M 1s
 78900K .......... .......... .......... .......... .......... 77%  461M 1s
 78950K .......... .......... .......... .......... .......... 77%  467M 1s
 79000K .......... .......... .......... .......... .......... 77%  388M 1s
 79050K .......... .......... .......... .......... .......... 77%  465M 1s
 79100K .......... .......... .......... .......... .......... 77% 7.29M 1s
 79150K .......... .......... .......... .......... .......... 77%  138M 1s
 79200K .......... .......... .......... .......... .......... 77%  100M 1s
 79250K .......... .......... .......... .......... .......... 77%  114M 1s
 79300K .......... .......... .......... .......... .......... 77% 18.5M 1s
 79350K .......... .......... .......... .......... .......... 77%  115M 1s
 79400K .......... .......... .......... .......... .......... 77%  140M 1s
 79450K .......... .......... .......... .......... .......... 77%  165M 1s
 79500K .......... .......... .......... .......... .......... 77%  289M 1s
 79550K .......... .......... .......... .......... .......... 77%  157M 1s
 79600K .......... .......... .......... .......... .......... 77%  166M 1s
 79650K .......... .......... .......... .......... .......... 77%  178M 1s
 79700K .......... .......... .......... .......... .......... 77%  236M 1s
 79750K .......... .......... .......... .......... .......... 77%  139M 1s
 79800K .......... .......... .......... .......... .......... 77% 42.5M 1s
 79850K .......... .......... .......... .......... .......... 78%  120M 1s
 79900K .......... .......... .......... .......... .......... 78%  166M 1s
 79950K .......... .......... .......... .......... .......... 78%  166M 1s
 80000K .......... .......... .......... .......... .......... 78%  230M 1s
 80050K .......... .......... .......... .......... .......... 78% 6.50M 1s
 80100K .......... .......... .......... .......... .......... 78%  366M 1s
 80150K .......... .......... .......... .......... .......... 78% 9.35M 1s
 80200K .......... .......... .......... .......... .......... 78%  139M 1s
 80250K .......... .......... .......... .......... .......... 78%  127M 1s
 80300K .......... .......... .......... .......... .......... 78% 98.9M 1s
 80350K .......... .......... .......... .......... .......... 78% 88.0M 1s
 80400K .......... .......... .......... .......... .......... 78%  115M 1s
 80450K .......... .......... .......... .......... .......... 78% 78.9M 1s
 80500K .......... .......... .......... .......... .......... 78%  138M 1s
 80550K .......... .......... .......... .......... .......... 78% 67.6M 1s
 80600K .......... .......... .......... .......... .......... 78% 13.4M 1s
 80650K .......... .......... .......... .......... .......... 78%  212M 1s
 80700K .......... .......... .......... .......... .......... 78% 97.9M 1s
 80750K .......... .......... .......... .......... .......... 78%  135M 1s
 80800K .......... .......... .......... .......... .......... 78% 55.7M 1s
 80850K .......... .......... .......... .......... .......... 79%  143M 1s
 80900K .......... .......... .......... .......... .......... 79%  165M 1s
 80950K .......... .......... .......... .......... .......... 79%  124M 1s
 81000K .......... .......... .......... .......... .......... 79% 12.6M 1s
 81050K .......... .......... .......... .......... .......... 79%  129M 1s
 81100K .......... .......... .......... .......... .......... 79%  156M 1s
 81150K .......... .......... .......... .......... .......... 79%  185M 1s
 81200K .......... .......... .......... .......... .......... 79% 78.3M 1s
 81250K .......... .......... .......... .......... .......... 79%  135M 1s
 81300K .......... .......... .......... .......... .......... 79%  148M 1s
 81350K .......... .......... .......... .......... .......... 79%  164M 1s
 81400K .......... .......... .......... .......... .......... 79%  149M 1s
 81450K .......... .......... .......... .......... .......... 79%  235M 1s
 81500K .......... .......... .......... .......... .......... 79%  177M 1s
 81550K .......... .......... .......... .......... .......... 79%  164M 1s
 81600K .......... .......... .......... .......... .......... 79% 5.82M 1s
 81650K .......... .......... .......... .......... .......... 79%  370M 1s
 81700K .......... .......... .......... .......... .......... 79%  352M 1s
 81750K .......... .......... .......... .......... .......... 79%  448M 1s
 81800K .......... .......... .......... .......... .......... 79%  386M 1s
 81850K .......... .......... .......... .......... .......... 79%  444M 1s
 81900K .......... .......... .......... .......... .......... 80%  452M 1s
 81950K .......... .......... .......... .......... .......... 80% 15.2M 1s
 82000K .......... .......... .......... .......... .......... 80%  450M 1s
 82050K .......... .......... .......... .......... .......... 80% 28.2M 1s
 82100K .......... .......... .......... .......... .......... 80% 61.3M 1s
 82150K .......... .......... .......... .......... .......... 80% 98.6M 1s
 82200K .......... .......... .......... .......... .......... 80%  154M 1s
 82250K .......... .......... .......... .......... .......... 80%  142M 1s
 82300K .......... .......... .......... .......... .......... 80%  146M 1s
 82350K .......... .......... .......... .......... .......... 80% 74.3M 1s
 82400K .......... .......... .......... .......... .......... 80%  151M 1s
 82450K .......... .......... .......... .......... .......... 80%  137M 1s
 82500K .......... .......... .......... .......... .......... 80% 18.5M 1s
 82550K .......... .......... .......... .......... .......... 80%  158M 1s
 82600K .......... .......... .......... .......... .......... 80%  139M 1s
 82650K .......... .......... .......... .......... .......... 80%  152M 1s
 82700K .......... .......... .......... .......... .......... 80%  152M 1s
 82750K .......... .......... .......... .......... .......... 80%  249M 1s
 82800K .......... .......... .......... .......... .......... 80%  145M 1s
 82850K .......... .......... .......... .......... .......... 80%  180M 1s
 82900K .......... .......... .......... .......... .......... 81%  168M 1s
 82950K .......... .......... .......... .......... .......... 81% 74.6M 0s
 83000K .......... .......... .......... .......... .......... 81%  156M 0s
 83050K .......... .......... .......... .......... .......... 81%  165M 0s
 83100K .......... .......... .......... .......... .......... 81% 3.62M 0s
 83150K .......... .......... .......... .......... .......... 81%  296M 0s
 83200K .......... .......... .......... .......... .......... 81%  440M 0s
 83250K .......... .......... .......... .......... .......... 81%  450M 0s
 83300K .......... .......... .......... .......... .......... 81%  410M 0s
 83350K .......... .......... .......... .......... .......... 81%  172M 0s
 83400K .......... .......... .......... .......... .......... 81%  337M 0s
 83450K .......... .......... .......... .......... .......... 81%  338M 0s
 83500K .......... .......... .......... .......... .......... 81%  352M 0s
 83550K .......... .......... .......... .......... .......... 81%  397M 0s
 83600K .......... .......... .......... .......... .......... 81% 11.5M 0s
 83650K .......... .......... .......... .......... .......... 81%  164M 0s
 83700K .......... .......... .......... .......... .......... 81%  209M 0s
 83750K .......... .......... .......... .......... .......... 81%  180M 0s
 83800K .......... .......... .......... .......... .......... 81%  136M 0s
 83850K .......... .......... .......... .......... .......... 81%  170M 0s
 83900K .......... .......... .......... .......... .......... 81% 24.7M 0s
 83950K .......... .......... .......... .......... .......... 82%  150M 0s
 84000K .......... .......... .......... .......... .......... 82%  222M 0s
 84050K .......... .......... .......... .......... .......... 82%  166M 0s
 84100K .......... .......... .......... .......... .......... 82%  188M 0s
 84150K .......... .......... .......... .......... .......... 82%  153M 0s
 84200K .......... .......... .......... .......... .......... 82% 10.9M 0s
 84250K .......... .......... .......... .......... .......... 82%  382M 0s
 84300K .......... .......... .......... .......... .......... 82%  415M 0s
 84350K .......... .......... .......... .......... .......... 82%  392M 0s
 84400K .......... .......... .......... .......... .......... 82%  455M 0s
 84450K .......... .......... .......... .......... .......... 82%  459M 0s
 84500K .......... .......... .......... .......... .......... 82%  218M 0s
 84550K .......... .......... .......... .......... .......... 82%  190M 0s
 84600K .......... .......... .......... .......... .......... 82%  229M 0s
 84650K .......... .......... .......... .......... .......... 82%  190M 0s
 84700K .......... .......... .......... .......... .......... 82% 9.64M 0s
 84750K .......... .......... .......... .......... .......... 82% 30.6M 0s
 84800K .......... .......... .......... .......... .......... 82%  127M 0s
 84850K .......... .......... .......... .......... .......... 82%  102M 0s
 84900K .......... .......... .......... .......... .......... 82% 99.4M 0s
 84950K .......... .......... .......... .......... .......... 83% 15.7M 0s
 85000K .......... .......... .......... .......... .......... 83% 26.9M 0s
 85050K .......... .......... .......... .......... .......... 83% 76.3M 0s
 85100K .......... .......... .......... .......... .......... 83%  142M 0s
 85150K .......... .......... .......... .......... .......... 83% 83.5M 0s
 85200K .......... .......... .......... .......... .......... 83% 90.4M 0s
 85250K .......... .......... .......... .......... .......... 83% 82.1M 0s
 85300K .......... .......... .......... .......... .......... 83%  172M 0s
 85350K .......... .......... .......... .......... .......... 83% 19.3M 0s
 85400K .......... .......... .......... .......... .......... 83%  144M 0s
 85450K .......... .......... .......... .......... .......... 83%  155M 0s
 85500K .......... .......... .......... .......... .......... 83%  182M 0s
 85550K .......... .......... .......... .......... .......... 83%  155M 0s
 85600K .......... .......... .......... .......... .......... 83%  142M 0s
 85650K .......... .......... .......... .......... .......... 83% 95.2M 0s
 85700K .......... .......... .......... .......... .......... 83%  164M 0s
 85750K .......... .......... .......... .......... .......... 83%  160M 0s
 85800K .......... .......... .......... .......... .......... 83%  198M 0s
 85850K .......... .......... .......... .......... .......... 83%  167M 0s
 85900K .......... .......... .......... .......... .......... 83%  140M 0s
 85950K .......... .......... .......... .......... .......... 83% 7.44M 0s
 86000K .......... .......... .......... .......... .......... 84%  305M 0s
 86050K .......... .......... .......... .......... .......... 84%  435M 0s
 86100K .......... .......... .......... .......... .......... 84% 9.48M 0s
 86150K .......... .......... .......... .......... .......... 84%  107M 0s
 86200K .......... .......... .......... .......... .......... 84% 37.5M 0s
 86250K .......... .......... .......... .......... .......... 84%  426M 0s
 86300K .......... .......... .......... .......... .......... 84% 13.1M 0s
 86350K .......... .......... .......... .......... .......... 84%  132M 0s
 86400K .......... .......... .......... .......... .......... 84%  176M 0s
