--2017-05-05 02:00:02--  ftp://bks-speedtest-1.tele2.net/100MB.zip
           => ‘/dev/null’
Resolving bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)... 90.130.74.113, 2a00:800:1010:9::2
Connecting to bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)|90.130.74.113|:21... connected.
Logging in as anonymous ... Logged in!
==> SYST ... done.    ==> PWD ... done.
 47500K .......... .......... .......... .......... .......... 46% 98.4M 1s
 47550K .......... .......... .......... .......... .......... 46%  258M 1s
 47600K .......... .......... .......... .......... .......... 46%  149M 1s
 47650K .......... .......... .......... .......... .......... 46%  171M 1s
 47700K .......... .......... .......... .......... .......... 46%  150M 1s
 47750K .......... .......... .......... .......... .......... 46%  168M 1s
 47800K .......... .......... .......... .......... .......... 46% 5.02M 1s
 47850K .......... .......... .......... .......... .......... 46%  108M 1s
 47900K .......... .......... .......... .......... .......... 46% 88.0M 1s
 47950K .......... .......... .......... .......... .......... 46%  144M 1s
 48000K .......... .......... .......... .......... .......... 46%  124M 1s
 48050K .......... .......... .......... .......... .......... 46% 91.0M 1s
 48100K .......... .......... .......... .......... .......... 47% 68.5M 1s
 48150K .......... .......... .......... .......... .......... 47% 74.2M 1s
 48200K .......... .......... .......... .......... .......... 47% 45.6M 1s
 48250K .......... .......... .......... .......... .......... 47% 61.5M 1s
 48300K .......... .......... .......... .......... .......... 47%  162M 1s
 48350K .......... .......... .......... .......... .......... 47%  149M 1s
 48400K .......... .......... .......... .......... .......... 47% 32.8M 1s
 48450K .......... .......... .......... .......... .......... 47%  127M 1s
 48500K .......... .......... .......... .......... .......... 47%  178M 1s
 48550K .......... .......... .......... .......... .......... 47%  181M 1s
 48600K .......... .......... .......... .......... .......... 47% 36.4M 1s
 48650K .......... .......... .......... .......... .......... 47%  157M 1s
 48700K .......... .......... .......... .......... .......... 47%  149M 1s
 48750K .......... .......... .......... .......... .......... 47%  167M 1s
 48800K .......... .......... .......... .......... .......... 47% 27.8M 1s
 48850K .......... .......... .......... .......... .......... 47% 85.9M 1s
 48900K .......... .......... .......... .......... .......... 47% 46.5M 1s
 48950K .......... .......... .......... .......... .......... 47% 69.0M 1s
 49000K .......... .......... .......... .......... .......... 47%  369M 1s
 49050K .......... .......... .......... .......... .......... 47%  403M 1s
 49100K .......... .......... .......... .......... .......... 47% 65.5M 1s
 49150K .......... .......... .......... .......... .......... 48%  462M 1s
 49200K .......... .......... .......... .......... .......... 48% 6.03M 1s
 49250K .......... .......... .......... .......... .......... 48% 91.2M 1s
 49300K .......... .......... .......... .......... .......... 48%  139M 1s
 49350K .......... .......... .......... .......... .......... 48% 99.9M 1s
 49400K .......... .......... .......... .......... .......... 48% 69.1M 1s
 49450K .......... .......... .......... .......... .......... 48%  255M 1s
 49500K .......... .......... .......... .......... .......... 48% 95.2M 1s
 49550K .......... .......... .......... .......... .......... 48%  119M 1s
 49600K .......... .......... .......... .......... .......... 48%  135M 1s
 49650K .......... .......... .......... .......... .......... 48% 83.0M 1s
 49700K .......... .......... .......... .......... .......... 48% 35.4M 1s
 49750K .......... .......... .......... .......... .......... 48%  164M 1s
 49800K .......... .......... .......... .......... .......... 48%  142M 1s
 49850K .......... .......... .......... .......... .......... 48%  171M 1s
 49900K .......... .......... .......... .......... .......... 48%  133M 1s
 49950K .......... .......... .......... .......... .......... 48% 47.0M 1s
 50000K .......... .......... .......... .......... .......... 48%  106M 1s
 50050K .......... .......... .......... .......... .......... 48%  291M 1s
 50100K .......... .......... .......... .......... .......... 48%  160M 1s
 50150K .......... .......... .......... .......... .......... 49%  166M 1s
 50200K .......... .......... .......... .......... .......... 49% 20.2M 1s
 50250K .......... .......... .......... .......... .......... 49% 43.8M 1s
 50300K .......... .......... .......... .......... .......... 49%  165M 1s
 50350K .......... .......... .......... .......... .......... 49% 35.5M 1s
 50400K .......... .......... .......... .......... .......... 49% 56.1M 1s
 50450K .......... .......... .......... .......... .......... 49%  251M 1s
 50500K .......... .......... .......... .......... .......... 49% 30.2M 1s
 50550K .......... .......... .......... .......... .......... 49%  247M 1s
 50600K .......... .......... .......... .......... .......... 49%  444M 1s
 50650K .......... .......... .......... .......... .......... 49% 6.41M 1s
 50700K .......... .......... .......... .......... .......... 49%  103M 1s
 50750K .......... .......... .......... .......... .......... 49% 91.6M 1s
 50800K .......... .......... .......... .......... .......... 49%  144M 1s
 50850K .......... .......... .......... .......... .......... 49% 93.1M 1s
 50900K .......... .......... .......... .......... .......... 49%  134M 1s
 50950K .......... .......... .......... .......... .......... 49%  104M 1s
 51000K .......... .......... .......... .......... .......... 49%  123M 1s
 51050K .......... .......... .......... .......... .......... 49% 51.9M 1s
 51100K .......... .......... .......... .......... .......... 49%  165M 1s
 51150K .......... .......... .......... .......... .......... 50% 48.1M 1s
 51200K .......... .......... .......... .......... .......... 50%  153M 1s
 51250K .......... .......... .......... .......... .......... 50% 51.5M 1s
 51300K .......... .......... .......... .......... .......... 50%  136M 1s
 51350K .......... .......... .......... .......... .......... 50%  153M 1s
 51400K .......... .......... .......... .......... .......... 50% 29.9M 1s
 51450K .......... .......... .......... .......... .......... 50%  176M 1s
 51500K .......... .......... .......... .......... .......... 50%  151M 1s
 51550K .......... .......... .......... .......... .......... 50%  170M 1s
 51600K .......... .......... .......... .......... .......... 50%  165M 1s
 51650K .......... .......... .......... .......... .......... 50% 39.6M 1s
 51700K .......... .......... .......... .......... .......... 50% 37.9M 1s
 51750K .......... .......... .......... .......... .......... 50% 63.5M 1s
 51800K .......... .......... .......... .......... .......... 50% 54.0M 1s
 51850K .......... .......... .......... .......... .......... 50% 38.6M 1s
 51900K .......... .......... .......... .......... .......... 50%  434M 1s
 51950K .......... .......... .......... .......... .......... 50%  453M 1s
 52000K .......... .......... .......... .......... .......... 50%  401M 1s
 52050K .......... .......... .......... .......... .......... 50% 5.46M 1s
 52100K .......... .......... .......... .......... .......... 50%  152M 1s
 52150K .......... .......... .......... .......... .......... 50%  146M 1s
 52200K .......... .......... .......... .......... .......... 51%  127M 1s
 52250K .......... .......... .......... .......... .......... 51%  170M 1s
 52300K .......... .......... .......... .......... .......... 51%  146M 1s
 52350K .......... .......... .......... .......... .......... 51%  228M 1s
 52400K .......... .......... .......... .......... .......... 51% 3.59M 1s
 52450K .......... .......... .......... .......... .......... 51%  408M 1s
 52500K .......... .......... .......... .......... .......... 51%  379M 1s
 52550K .......... .......... .......... .......... .......... 51%  444M 1s
 52600K .......... .......... .......... .......... .......... 51%  442M 1s
 52650K .......... .......... .......... .......... .......... 51%  446M 1s
 52700K .......... .......... .......... .......... .......... 51%  382M 1s
 52750K .......... .......... .......... .......... .......... 51%  442M 1s
 52800K .......... .......... .......... .......... .......... 51%  443M 1s
 52850K .......... .......... .......... .......... .......... 51%  442M 1s
 52900K .......... .......... .......... .......... .......... 51%  384M 1s
 52950K .......... .......... .......... .......... .......... 51%  448M 1s
 53000K .......... .......... .......... .......... .......... 51%  442M 1s
 53050K .......... .......... .......... .......... .......... 51%  458M 1s
 53100K .......... .......... .......... .......... .......... 51%  383M 1s
 53150K .......... .......... .......... .......... .......... 51%  450M 1s
 53200K .......... .......... .......... .......... .......... 52%  454M 1s
 53250K .......... .......... .......... .......... .......... 52%  451M 1s
 53300K .......... .......... .......... .......... .......... 52%  393M 1s
 53350K .......... .......... .......... .......... .......... 52%  460M 1s
 53400K .......... .......... .......... .......... .......... 52%  455M 1s
 53450K .......... .......... .......... .......... .......... 52%  419M 1s
 53500K .......... .......... .......... .......... .......... 52% 12.3M 1s
 53550K .......... .......... .......... .......... .......... 52% 70.3M 1s
 53600K .......... .......... .......... .......... .......... 52% 22.1M 1s
 53650K .......... .......... .......... .......... .......... 52%  152M 1s
 53700K .......... .......... .......... .......... .......... 52% 96.5M 1s
 53750K .......... .......... .......... .......... .......... 52% 54.2M 1s
 53800K .......... .......... .......... .......... .......... 52%  140M 1s
 53850K .......... .......... .......... .......... .......... 52%  130M 1s
 53900K .......... .......... .......... .......... .......... 52%  170M 1s
 53950K .......... .......... .......... .......... .......... 52%  149M 1s
 54000K .......... .......... .......... .......... .......... 52% 8.39M 1s
 54050K .......... .......... .......... .......... .......... 52%  144M 1s
 54100K .......... .......... .......... .......... .......... 52%  144M 1s
 54150K .......... .......... .......... .......... .......... 52%  144M 1s
 54200K .......... .......... .......... .......... .......... 52%  166M 1s
 54250K .......... .......... .......... .......... .......... 53%  173M 1s
 54300K .......... .......... .......... .......... .......... 53%  168M 1s
 54350K .......... .......... .......... .......... .......... 53%  197M 1s
 54400K .......... .......... .......... .......... .......... 53%  166M 1s
 54450K .......... .......... .......... .......... .......... 53%  161M 1s
 54500K .......... .......... .......... .......... .......... 53%  167M 1s
 54550K .......... .......... .......... .......... .......... 53%  180M 1s
 54600K .......... .......... .......... .......... .......... 53%  159M 1s
 54650K .......... .......... .......... .......... .......... 53%  251M 1s
 54700K .......... .......... .......... .......... .......... 53%  158M 1s
 54750K .......... .......... .......... .......... .......... 53% 6.23M 1s
 54800K .......... .......... .......... .......... .......... 53%  166M 1s
 54850K .......... .......... .......... .......... .......... 53%  139M 1s
 54900K .......... .......... .......... .......... .......... 53%  181M 1s
 54950K .......... .......... .......... .......... .......... 53%  148M 1s
 55000K .......... .......... .......... .......... .......... 53%  271M 1s
 55050K .......... .......... .......... .......... .......... 53% 22.9M 1s
 55100K .......... .......... .......... .......... .......... 53% 19.9M 1s
 55150K .......... .......... .......... .......... .......... 53%  439M 1s
 55200K .......... .......... .......... .......... .......... 53%  368M 1s
 55250K .......... .......... .......... .......... .......... 54%  459M 1s
 55300K .......... .......... .......... .......... .......... 54%  458M 1s
 55350K .......... .......... .......... .......... .......... 54% 4.49M 1s
 55400K .......... .......... .......... .......... .......... 54% 75.4M 1s
 55450K .......... .......... .......... .......... .......... 54%  151M 1s
 55500K .......... .......... .......... .......... .......... 54%  144M 1s
 55550K .......... .......... .......... .......... .......... 54%  110M 1s
 55600K .......... .......... .......... .......... .......... 54% 91.1M 1s
 55650K .......... .......... .......... .......... .......... 54%  135M 1s
 55700K .......... .......... .......... .......... .......... 54% 70.1M 1s
 55750K .......... .......... .......... .......... .......... 54%  160M 1s
 55800K .......... .......... .......... .......... .......... 54% 18.3M 1s
 55850K .......... .......... .......... .......... .......... 54% 48.4M 1s
 55900K .......... .......... .......... .......... .......... 54%  140M 1s
 55950K .......... .......... .......... .......... .......... 54%  162M 1s
 56000K .......... .......... .......... .......... .......... 54%  212M 1s
 56050K .......... .......... .......... .......... .......... 54%  145M 1s
 56100K .......... .......... .......... .......... .......... 54% 18.6M 1s
 56150K .......... .......... .......... .......... .......... 54%  126M 1s
 56200K .......... .......... .......... .......... .......... 54%  182M 1s
 56250K .......... .......... .......... .......... .......... 54%  138M 1s
 56300K .......... .......... .......... .......... .......... 55%  150M 1s
 56350K .......... .......... .......... .......... .......... 55%  169M 1s
 56400K .......... .......... .......... .......... .......... 55%  199M 1s
 56450K .......... .......... .......... .......... .......... 55%  133M 1s
 56500K .......... .......... .......... .......... .......... 55%  157M 1s
 56550K .......... .......... .......... .......... .......... 55%  188M 1s
 56600K .......... .......... .......... .......... .......... 55%  255M 1s
 56650K .......... .......... .......... .......... .......... 55%  145M 1s
 56700K .......... .......... .......... .......... .......... 55% 5.62M 1s
 56750K .......... .......... .......... .......... .......... 55%  109M 1s
 56800K .......... .......... .......... .......... .......... 55%  160M 1s
 56850K .......... .......... .......... .......... .......... 55%  153M 1s
 56900K .......... .......... .......... .......... .......... 55%  158M 1s
 56950K .......... .......... .......... .......... .......... 55%  135M 1s
 57000K .......... .......... .......... .......... .......... 55%  146M 1s
 57050K .......... .......... .......... .......... .......... 55%  137M 1s
 57100K .......... .......... .......... .......... .......... 55%  141M 1s
 57150K .......... .......... .......... .......... .......... 55%  146M 1s
 57200K .......... .......... .......... .......... .......... 55%  165M 1s
 57250K .......... .......... .......... .......... .......... 55%  266M 1s
 57300K .......... .......... .......... .......... .......... 56%  455M 1s
 57350K .......... .......... .......... .......... .......... 56%  386M 1s
 57400K .......... .......... .......... .......... .......... 56% 9.37M 1s
 57450K .......... .......... .......... .......... .......... 56%  417M 1s
 57500K .......... .......... .......... .......... .......... 56%  413M 1s
 57550K .......... .......... .......... .......... .......... 56%  381M 1s
 57600K .......... .......... .......... .......... .......... 56%  445M 1s
 57650K .......... .......... .......... .......... .......... 56%  450M 1s
 57700K .......... .......... .......... .......... .......... 56%  440M 1s
 57750K .......... .......... .......... .......... .......... 56%  386M 1s
 57800K .......... .......... .......... .......... .......... 56%  453M 1s
 57850K .......... .......... .......... .......... .......... 56% 16.5M 1s
 57900K .......... .......... .......... .......... .......... 56% 83.0M 1s
 57950K .......... .......... .......... .......... .......... 56%  142M 1s
 58000K .......... .......... .......... .......... .......... 56%  110M 1s
 58050K .......... .......... .......... .......... .......... 56%  100M 1s
 58100K .......... .......... .......... .......... .......... 56%  115M 1s
 58150K .......... .......... .......... .......... .......... 56% 83.3M 1s
 58200K .......... .......... .......... .......... .......... 56%  129M 1s
 58250K .......... .......... .......... .......... .......... 56% 6.66M 1s
 58300K .......... .......... .......... .......... .......... 56% 99.0M 1s
 58350K .......... .......... .......... .......... .......... 57%  120M 1s
 58400K .......... .......... .......... .......... .......... 57%  110M 1s
 58450K .......... .......... .......... .......... .......... 57% 71.9M 1s
 58500K .......... .......... .......... .......... .......... 57% 47.9M 1s
 58550K .......... .......... .......... .......... .......... 57%  114M 1s
 58600K .......... .......... .......... .......... .......... 57% 55.5M 1s
 58650K .......... .......... .......... .......... .......... 57% 64.3M 1s
 58700K .......... .......... .......... .......... .......... 57% 65.9M 1s
 58750K .......... .......... .......... .......... .......... 57% 67.5M 1s
 58800K .......... .......... .......... .......... .......... 57%  143M 1s
 58850K .......... .......... .......... .......... .......... 57% 48.7M 1s
 58900K .......... .......... .......... .......... .......... 57%  163M 1s
 58950K .......... .......... .......... .......... .......... 57%  143M 1s
 59000K .......... .......... .......... .......... .......... 57%  127M 1s
 59050K .......... .......... .......... .......... .......... 57%  138M 1s
 59100K .......... .......... .......... .......... .......... 57% 29.5M 1s
 59150K .......... .......... .......... .......... .......... 57% 75.4M 1s
 59200K .......... .......... .......... .......... .......... 57%  115M 1s
 59250K .......... .......... .......... .......... .......... 57% 67.5M 1s
 59300K .......... .......... .......... .......... .......... 57%  143M 1s
 59350K .......... .......... .......... .......... .......... 58%  145M 1s
 59400K .......... .......... .......... .......... .......... 58% 4.73M 1s
 59450K .......... .......... .......... .......... .......... 58%  124M 1s
 59500K .......... .......... .......... .......... .......... 58%  133M 1s
 59550K .......... .......... .......... .......... .......... 58% 64.6M 1s
 59600K .......... .......... .......... .......... .......... 58%  169M 1s
 59650K .......... .......... .......... .......... .......... 58% 37.0M 1s
 59700K .......... .......... .......... .......... .......... 58%  145M 1s
 59750K .......... .......... .......... .......... .......... 58%  166M 1s
 59800K .......... .......... .......... .......... .......... 58%  133M 1s
 59850K .......... .......... .......... .......... .......... 58%  170M 1s
 59900K .......... .......... .......... .......... .......... 58%  137M 1s
 59950K .......... .......... .......... .......... .......... 58%  150M 1s
 60000K .......... .......... .......... .......... .......... 58%  115M 1s
 60050K .......... .......... .......... .......... .......... 58% 8.52M 1s
 60100K .......... .......... .......... .......... .......... 58%  351M 1s
 60150K .......... .......... .......... .......... .......... 58%  374M 1s
 60200K .......... .......... .......... .......... .......... 58%  455M 1s
 60250K .......... .......... .......... .......... .......... 58%  457M 1s
 60300K .......... .......... .......... .......... .......... 58%  437M 1s
 60350K .......... .......... .......... .......... .......... 58%  396M 1s
 60400K .......... .......... .......... .......... .......... 59%  459M 1s
 60450K .......... .......... .......... .......... .......... 59%  457M 1s
 60500K .......... .......... .......... .......... .......... 59%  331M 1s
 60550K .......... .......... .......... .......... .......... 59% 8.07M 1s
 60600K .......... .......... .......... .......... .......... 59%  133M 1s
 60650K .......... .......... .......... .......... .......... 59%  106M 1s
 60700K .......... .......... .......... .......... .......... 59%  159M 1s
 60750K .......... .......... .......... .......... .......... 59%  146M 1s
 60800K .......... .......... .......... .......... .......... 59%  143M 1s
 60850K .......... .......... .......... .......... .......... 59%  169M 1s
 60900K .......... .......... .......... .......... .......... 59% 17.6M 1s
 60950K .......... .......... .......... .......... .......... 59%  154M 1s
 61000K .......... .......... .......... .......... .......... 59%  128M 1s
 61050K .......... .......... .......... .......... .......... 59%  147M 1s
 61100K .......... .......... .......... .......... .......... 59%  154M 1s
 61150K .......... .......... .......... .......... .......... 59%  146M 1s
 61200K .......... .......... .......... .......... .......... 59%  120M 1s
 61250K .......... .......... .......... .......... .......... 59%  201M 1s
 61300K .......... .......... .......... .......... .......... 59%  453M 1s
 61350K .......... .......... .......... .......... .......... 59%  361M 1s
 61400K .......... .......... .......... .......... .......... 60%  377M 1s
 61450K .......... .......... .......... .......... .......... 60%  396M 1s
 61500K .......... .......... .......... .......... .......... 60%  232M 1s
 61550K .......... .......... .......... .......... .......... 60% 6.34M 1s
 61600K .......... .......... .......... .......... .......... 60%  149M 1s
 61650K .......... .......... .......... .......... .......... 60%  164M 1s
 61700K .......... .......... .......... .......... .......... 60%  213M 1s
 61750K .......... .......... .......... .......... .......... 60%  147M 1s
 61800K .......... .......... .......... .......... .......... 60%  146M 1s
 61850K .......... .......... .......... .......... .......... 60%  149M 1s
 61900K .......... .......... .......... .......... .......... 60%  187M 1s
 61950K .......... .......... .......... .......... .......... 60%  148M 1s
 62000K .......... .......... .......... .......... .......... 60% 8.16M 1s
 62050K .......... .......... .......... .......... .......... 60%  358M 1s
 62100K .......... .......... .......... .......... .......... 60%  447M 1s
 62150K .......... .......... .......... .......... .......... 60%  458M 1s
 62200K .......... .......... .......... .......... .......... 60%  379M 1s
 62250K .......... .......... .......... .......... .......... 60%  459M 1s
 62300K .......... .......... .......... .......... .......... 60%  455M 1s
 62350K .......... .......... .......... .......... .......... 60%  458M 1s
 62400K .......... .......... .......... .......... .......... 60%  394M 1s
 62450K .......... .......... .......... .......... .......... 61% 13.4M 1s
 62500K .......... .......... .......... .......... .......... 61% 21.6M 1s
 62550K .......... .......... .......... .......... .......... 61% 45.5M 1s
 62600K .......... .......... .......... .......... .......... 61%  167M 1s
 62650K .......... .......... .......... .......... .......... 61%  159M 1s
 62700K .......... .......... .......... .......... .......... 61%  134M 1s
 62750K .......... .......... .......... .......... .......... 61%  177M 1s
 62800K .......... .......... .......... .......... .......... 61%  144M 1s
 62850K .......... .......... .......... .......... .......... 61% 8.41M 1s
 62900K .......... .......... .......... .......... .......... 61%  353M 1s
 62950K .......... .......... .......... .......... .......... 61%  445M 1s
 63000K .......... .......... .......... .......... .......... 61%  460M 1s
 63050K .......... .......... .......... .......... .......... 61%  456M 1s
 63100K .......... .......... .......... .......... .......... 61% 52.4M 1s
 63150K .......... .......... .......... .......... .......... 61%  190M 1s
 63200K .......... .......... .......... .......... .......... 61%  140M 1s
 63250K .......... .......... .......... .......... .......... 61%  173M 1s
 63300K .......... .......... .......... .......... .......... 61% 26.8M 1s
 63350K .......... .......... .......... .......... .......... 61%  182M 1s
 63400K .......... .......... .......... .......... .......... 61% 69.1M 1s
 63450K .......... .......... .......... .......... .......... 62%  151M 1s
 63500K .......... .......... .......... .......... .......... 62% 25.2M 1s
 63550K .......... .......... .......... .......... .......... 62%  160M 1s
 63600K .......... .......... .......... .......... .......... 62% 31.2M 1s
 63650K .......... .......... .......... .......... .......... 62%  101M 1s
 63700K .......... .......... .......... .......... .......... 62%  132M 1s
 63750K .......... .......... .......... .......... .......... 62%  110M 1s
 63800K .......... .......... .......... .......... .......... 62%  153M 1s
 63850K .......... .......... .......... .......... .......... 62% 7.93M 1s
 63900K .......... .......... .......... .......... .......... 62%  150M 1s
 63950K .......... .......... .......... .......... .......... 62%  156M 1s
 64000K .......... .......... .......... .......... .......... 62%  148M 1s
 64050K .......... .......... .......... .......... .......... 62%  168M 1s
 64100K .......... .......... .......... .......... .......... 62%  429M 1s
 64150K .......... .......... .......... .......... .......... 62%  370M 1s
 64200K .......... .......... .......... .......... .......... 62%  452M 1s
 64250K .......... .......... .......... .......... .......... 62%  414M 1s
 64300K .......... .......... .......... .......... .......... 62%  447M 1s
 64350K .......... .......... .......... .......... .......... 62% 19.9M 1s
 64400K .......... .......... .......... .......... .......... 62%  447M 1s
 64450K .......... .......... .......... .......... .......... 62%  455M 1s
 64500K .......... .......... .......... .......... .......... 63%  458M 1s
 64550K .......... .......... .......... .......... .......... 63%  397M 1s
 64600K .......... .......... .......... .......... .......... 63% 15.4M 1s
 64650K .......... .......... .......... .......... .......... 63%  113M 1s
 64700K .......... .......... .......... .......... .......... 63%  110M 1s
 64750K .......... .......... .......... .......... .......... 63%  118M 1s
 64800K .......... .......... .......... .......... .......... 63% 49.5M 1s
 64850K .......... .......... .......... .......... .......... 63%  270M 1s
 64900K .......... .......... .......... .......... .......... 63%  153M 1s
 64950K .......... .......... .......... .......... .......... 63%  157M 1s
 65000K .......... .......... .......... .......... .......... 63% 12.6M 1s
 65050K .......... .......... .......... .......... .......... 63%  117M 1s
 65100K .......... .......... .......... .......... .......... 63% 94.2M 1s
 65150K .......... .......... .......... .......... .......... 63%  127M 1s
 65200K .......... .......... .......... .......... .......... 63% 15.1M 1s
 65250K .......... .......... .......... .......... .......... 63% 70.9M 1s
 65300K .......... .......... .......... .......... .......... 63%  162M 1s
 65350K .......... .......... .......... .......... .......... 63%  137M 1s
 65400K .......... .......... .......... .......... .......... 63%  130M 1s
 65450K .......... .......... .......... .......... .......... 63%  108M 1s
 65500K .......... .......... .......... .......... .......... 64% 95.8M 1s
 65550K .......... .......... .......... .......... .......... 64% 50.0M 1s
 65600K .......... .......... .......... .......... .......... 64% 24.8M 1s
 65650K .......... .......... .......... .......... .......... 64%  175M 1s
 65700K .......... .......... .......... .......... .......... 64%  266M 1s
 65750K .......... .......... .......... .......... .......... 64%  406M 1s
 65800K .......... .......... .......... .......... .......... 64%  454M 1s
 65850K .......... .......... .......... .......... .......... 64% 10.6M 1s
 65900K .......... .......... .......... .......... .......... 64%  136M 1s
 65950K .......... .......... .......... .......... .......... 64%  129M 1s
 66000K .......... .......... .......... .......... .......... 64% 48.6M 1s
 66050K .......... .......... .......... .......... .......... 64% 20.0M 1s
 66100K .......... .......... .......... .......... .......... 64%  126M 1s
 66150K .......... .......... .......... .......... .......... 64%  112M 1s
 66200K .......... .......... .......... .......... .......... 64%  104M 1s
 66250K .......... .......... .......... .......... .......... 64% 65.0M 1s
 66300K .......... .......... .......... .......... .......... 64%  155M 1s
 66350K .......... .......... .......... .......... .......... 64%  129M 1s
 66400K .......... .......... .......... .......... .......... 64%  153M 1s
 66450K .......... .......... .......... .......... .......... 64% 27.7M 1s
 66500K .......... .......... .......... .......... .......... 64% 16.9M 1s
 66550K .......... .......... .......... .......... .......... 65%  165M 1s
 66600K .......... .......... .......... .......... .......... 65%  129M 1s
 66650K .......... .......... .......... .......... .......... 65%  182M 1s
 66700K .......... .......... .......... .......... .......... 65%  452M 1s
 66750K .......... .......... .......... .......... .......... 65%  441M 1s
 66800K .......... .......... .......... .......... .......... 65%  388M 1s
 66850K .......... .......... .......... .......... .......... 65%  459M 1s
 66900K .......... .......... .......... .......... .......... 65% 13.1M 1s
 66950K .......... .......... .......... .......... .......... 65%  108M 1s
 67000K .......... .......... .......... .......... .......... 65% 79.0M 1s
 67050K .......... .......... .......... .......... .......... 65%  128M 1s
 67100K .......... .......... .......... .......... .......... 65%  121M 1s
 67150K .......... .......... .......... .......... .......... 65% 98.3M 1s
 67200K .......... .......... .......... .......... .......... 65% 50.8M 1s
 67250K .......... .......... .......... .......... .......... 65%  360M 1s
 67300K .......... .......... .......... .......... .......... 65% 11.0M 1s
 67350K .......... .......... .......... .......... .......... 65%  120M 1s
 67400K .......... .......... .......... .......... .......... 65% 97.0M 1s
 67450K .......... .......... .......... .......... .......... 65% 67.8M 1s
 67500K .......... .......... .......... .......... .......... 65% 93.9M 1s
 67550K .......... .......... .......... .......... .......... 66%  123M 1s
 67600K .......... .......... .......... .......... .......... 66% 68.8M 1s
 67650K .......... .......... .......... .......... .......... 66%  136M 1s
 67700K .......... .......... .......... .......... .......... 66% 73.0M 1s
 67750K .......... .......... .......... .......... .......... 66%  170M 1s
 67800K .......... .......... .......... .......... .......... 66%  162M 1s
 67850K .......... .......... .......... .......... .......... 66%  153M 1s
 67900K .......... .......... .......... .......... .......... 66% 24.0M 1s
 67950K .......... .......... .......... .......... .......... 66%  147M 1s
 68000K .......... .......... .......... .......... .......... 66%  165M 1s
 68050K .......... .......... .......... .......... .......... 66% 33.0M 1s
 68100K .......... .......... .......... .......... .......... 66%  147M 1s
 68150K .......... .......... .......... .......... .......... 66%  166M 1s
 68200K .......... .......... .......... .......... .......... 66%  168M 1s
 68250K .......... .......... .......... .......... .......... 66% 31.2M 1s
 68300K .......... .......... .......... .......... .......... 66% 49.4M 1s
 68350K .......... .......... .......... .......... .......... 66%  149M 1s
 68400K .......... .......... .......... .......... .......... 66%  125M 1s
 68450K .......... .......... .......... .......... .......... 66% 32.9M 1s
 68500K .......... .......... .......... .......... .......... 66%  152M 1s
 68550K .......... .......... .......... .......... .......... 66%  373M 1s
 68600K .......... .......... .......... .......... .......... 67%  135M 1s
 68650K .......... .......... .......... .......... .......... 67% 40.6M 1s
 68700K .......... .......... .......... .......... .......... 67% 49.4M 1s
 68750K .......... .......... .......... .......... .......... 67%  165M 1s
 68800K .......... .......... .......... .......... .......... 67% 13.3M 1s
 68850K .......... .......... .......... .......... .......... 67% 91.3M 1s
 68900K .......... .......... .......... .......... .......... 67% 51.6M 1s
 68950K .......... .......... .......... .......... .......... 67% 9.68M 1s
 69000K .......... .......... .......... .......... .......... 67% 58.4M 1s
 69050K .......... .......... .......... .......... .......... 67%  165M 1s
 69100K .......... .......... .......... .......... .......... 67%  167M 1s
 69150K .......... .......... .......... .......... .......... 67%  139M 1s
 69200K .......... .......... .......... .......... .......... 67% 96.3M 1s
 69250K .......... .......... .......... .......... .......... 67%  139M 1s
 69300K .......... .......... .......... .......... .......... 67% 50.9M 1s
 69350K .......... .......... .......... .......... .......... 67%  172M 1s
 69400K .......... .......... .......... .......... .......... 67%  140M 1s
 69450K .......... .......... .......... .......... .......... 67%  153M 1s
 69500K .......... .......... .......... .......... .......... 67%  156M 1s
 69550K .......... .......... .......... .......... .......... 67% 16.8M 1s
 69600K .......... .......... .......... .......... .......... 68%  178M 1s
 69650K .......... .......... .......... .......... .......... 68%  412M 1s
 69700K .......... .......... .......... .......... .......... 68%  393M 1s
 69750K .......... .......... .......... .......... .......... 68% 22.4M 1s
 69800K .......... .......... .......... .......... .......... 68% 88.3M 1s
 69850K .......... .......... .......... .......... .......... 68% 74.0M 1s
 69900K .......... .......... .......... .......... .......... 68%  140M 1s
 69950K .......... .......... .......... .......... .......... 68%  107M 1s
 70000K .......... .......... .......... .......... .......... 68% 95.6M 1s
 70050K .......... .......... .......... .......... .......... 68% 62.7M 1s
 70100K .......... .......... .......... .......... .......... 68% 77.8M 1s
 70150K .......... .......... .......... .......... .......... 68%  158M 1s
 70200K .......... .......... .......... .......... .......... 68% 49.0M 1s
 70250K .......... .......... .......... .......... .......... 68% 19.2M 1s
 70300K .......... .......... .......... .......... .......... 68%  125M 1s
 70350K .......... .......... .......... .......... .......... 68%  119M 1s
 70400K .......... .......... .......... .......... .......... 68%  106M 1s
 70450K .......... .......... .......... .......... .......... 68% 13.8M 1s
 70500K .......... .......... .......... .......... .......... 68% 92.5M 1s
 70550K .......... .......... .......... .......... .......... 68%  122M 1s
 70600K .......... .......... .......... .......... .......... 68%  133M 1s
 70650K .......... .......... .......... .......... .......... 69% 95.3M 1s
 70700K .......... .......... .......... .......... .......... 69%  116M 1s
