--2017-05-01 22:02:37--  ftp://bks-speedtest-1.tele2.net/100MB.zip
           => ‘/dev/null’
Resolving bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)... 90.130.74.113, 2a00:800:1010:9::2
Connecting to bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)|90.130.74.113|:21... connected.
Logging in as anonymous ... Logged in!
==> SYST ... done.    ==> PWD ... done.
 57000K .......... .......... .......... .......... .......... 55%  133M 1s
 57050K .......... .......... .......... .......... .......... 55%  130M 1s
 57100K .......... .......... .......... .......... .......... 55% 97.3M 1s
 57150K .......... .......... .......... .......... .......... 55%  123M 1s
 57200K .......... .......... .......... .......... .......... 55%  104M 1s
 57250K .......... .......... .......... .......... .......... 55%  100M 1s
 57300K .......... .......... .......... .......... .......... 56%  101M 1s
 57350K .......... .......... .......... .......... .......... 56%  113M 1s
 57400K .......... .......... .......... .......... .......... 56%  133M 1s
 57450K .......... .......... .......... .......... .......... 56%  113M 1s
 57500K .......... .......... .......... .......... .......... 56% 92.5M 1s
 57550K .......... .......... .......... .......... .......... 56%  104M 1s
 57600K .......... .......... .......... .......... .......... 56% 28.8M 1s
 57650K .......... .......... .......... .......... .......... 56% 96.5M 1s
 57700K .......... .......... .......... .......... .......... 56%  104M 1s
 57750K .......... .......... .......... .......... .......... 56% 53.9M 1s
 57800K .......... .......... .......... .......... .......... 56% 62.1M 1s
 57850K .......... .......... .......... .......... .......... 56%  138M 1s
 57900K .......... .......... .......... .......... .......... 56%  127M 1s
 57950K .......... .......... .......... .......... .......... 56%  119M 1s
 58000K .......... .......... .......... .......... .......... 56%  144M 1s
 58050K .......... .......... .......... .......... .......... 56%  113M 1s
 58100K .......... .......... .......... .......... .......... 56%  127M 1s
 58150K .......... .......... .......... .......... .......... 56%  101M 1s
 58200K .......... .......... .......... .......... .......... 56%  137M 1s
 58250K .......... .......... .......... .......... .......... 56%  136M 1s
 58300K .......... .......... .......... .......... .......... 56%  145M 1s
 58350K .......... .......... .......... .......... .......... 57%  114M 1s
 58400K .......... .......... .......... .......... .......... 57%  133M 1s
 58450K .......... .......... .......... .......... .......... 57%  136M 1s
 58500K .......... .......... .......... .......... .......... 57%  107M 1s
 58550K .......... .......... .......... .......... .......... 57% 91.4M 1s
 58600K .......... .......... .......... .......... .......... 57%  112M 1s
 58650K .......... .......... .......... .......... .......... 57%  114M 1s
 58700K .......... .......... .......... .......... .......... 57%  109M 1s
 58750K .......... .......... .......... .......... .......... 57%  116M 1s
 58800K .......... .......... .......... .......... .......... 57%  119M 1s
 58850K .......... .......... .......... .......... .......... 57%  106M 1s
 58900K .......... .......... .......... .......... .......... 57% 74.7M 1s
 58950K .......... .......... .......... .......... .......... 57%  123M 1s
 59000K .......... .......... .......... .......... .......... 57%  130M 1s
 59050K .......... .......... .......... .......... .......... 57% 2.03M 1s
 59100K .......... .......... .......... .......... .......... 57%  101M 1s
 59150K .......... .......... .......... .......... .......... 57% 61.2M 1s
 59200K .......... .......... .......... .......... .......... 57%  134M 1s
 59250K .......... .......... .......... .......... .......... 57%  148M 1s
 59300K .......... .......... .......... .......... .......... 57%  128M 1s
 59350K .......... .......... .......... .......... .......... 58%  112M 1s
 59400K .......... .......... .......... .......... .......... 58%  146M 1s
 59450K .......... .......... .......... .......... .......... 58%  134M 1s
 59500K .......... .......... .......... .......... .......... 58% 93.1M 1s
 59550K .......... .......... .......... .......... .......... 58% 97.3M 1s
 59600K .......... .......... .......... .......... .......... 58%  124M 1s
 59650K .......... .......... .......... .......... .......... 58%  111M 1s
 59700K .......... .......... .......... .......... .......... 58%  122M 1s
 59750K .......... .......... .......... .......... .......... 58%  114M 1s
 59800K .......... .......... .......... .......... .......... 58% 80.1M 1s
 59850K .......... .......... .......... .......... .......... 58%  156M 1s
 59900K .......... .......... .......... .......... .......... 58%  108M 1s
 59950K .......... .......... .......... .......... .......... 58% 84.2M 1s
 60000K .......... .......... .......... .......... .......... 58%  165M 1s
 60050K .......... .......... .......... .......... .......... 58% 97.8M 1s
 60100K .......... .......... .......... .......... .......... 58%  114M 1s
 60150K .......... .......... .......... .......... .......... 58% 99.3M 1s
 60200K .......... .......... .......... .......... .......... 58% 93.0M 1s
 60250K .......... .......... .......... .......... .......... 58%  136M 1s
 60300K .......... .......... .......... .......... .......... 58%  115M 1s
 60350K .......... .......... .......... .......... .......... 58%  109M 1s
 60400K .......... .......... .......... .......... .......... 59%  101M 1s
 60450K .......... .......... .......... .......... .......... 59% 22.1M 1s
 60500K .......... .......... .......... .......... .......... 59% 80.2M 1s
 60550K .......... .......... .......... .......... .......... 59%  139M 1s
 60600K .......... .......... .......... .......... .......... 59% 33.2M 1s
 60650K .......... .......... .......... .......... .......... 59% 83.0M 1s
 60700K .......... .......... .......... .......... .......... 59%  109M 1s
 60750K .......... .......... .......... .......... .......... 59% 91.0M 1s
 60800K .......... .......... .......... .......... .......... 59%  115M 1s
 60850K .......... .......... .......... .......... .......... 59%  130M 1s
 60900K .......... .......... .......... .......... .......... 59%  109M 1s
 60950K .......... .......... .......... .......... .......... 59% 70.3M 1s
 61000K .......... .......... .......... .......... .......... 59%  119M 1s
 61050K .......... .......... .......... .......... .......... 59%  119M 1s
 61100K .......... .......... .......... .......... .......... 59% 76.5M 1s
 61150K .......... .......... .......... .......... .......... 59%  122M 1s
 61200K .......... .......... .......... .......... .......... 59% 76.6M 1s
 61250K .......... .......... .......... .......... .......... 59%  114M 1s
 61300K .......... .......... .......... .......... .......... 59% 60.7M 1s
 61350K .......... .......... .......... .......... .......... 59%  116M 1s
 61400K .......... .......... .......... .......... .......... 60%  104M 1s
 61450K .......... .......... .......... .......... .......... 60% 26.4M 1s
 61500K .......... .......... .......... .......... .......... 60%  361M 1s
 61550K .......... .......... .......... .......... .......... 60%  388M 1s
 61600K .......... .......... .......... .......... .......... 60%  335M 1s
 61650K .......... .......... .......... .......... .......... 60%  391M 1s
 61700K .......... .......... .......... .......... .......... 60%  390M 1s
 61750K .......... .......... .......... .......... .......... 60%  392M 1s
 61800K .......... .......... .......... .......... .......... 60%  337M 1s
 61850K .......... .......... .......... .......... .......... 60% 2.10M 1s
 61900K .......... .......... .......... .......... .......... 60%  106M 1s
 61950K .......... .......... .......... .......... .......... 60% 71.0M 1s
 62000K .......... .......... .......... .......... .......... 60% 71.2M 1s
 62050K .......... .......... .......... .......... .......... 60% 96.8M 1s
 62100K .......... .......... .......... .......... .......... 60% 54.0M 1s
 62150K .......... .......... .......... .......... .......... 60% 78.8M 1s
 62200K .......... .......... .......... .......... .......... 60%  111M 1s
 62250K .......... .......... .......... .......... .......... 60% 71.4M 1s
 62300K .......... .......... .......... .......... .......... 60%  118M 1s
 62350K .......... .......... .......... .......... .......... 60% 82.0M 1s
 62400K .......... .......... .......... .......... .......... 60%  105M 1s
 62450K .......... .......... .......... .......... .......... 61% 84.5M 1s
 62500K .......... .......... .......... .......... .......... 61% 22.5M 1s
 62550K .......... .......... .......... .......... .......... 61%  344M 1s
 62600K .......... .......... .......... .......... .......... 61%  385M 1s
 62650K .......... .......... .......... .......... .......... 61%  386M 1s
 62700K .......... .......... .......... .......... .......... 61%  329M 1s
 62750K .......... .......... .......... .......... .......... 61%  391M 1s
 62800K .......... .......... .......... .......... .......... 61%  392M 1s
 62850K .......... .......... .......... .......... .......... 61%  390M 1s
 62900K .......... .......... .......... .......... .......... 61% 36.4M 1s
 62950K .......... .......... .......... .......... .......... 61%  376M 1s
 63000K .......... .......... .......... .......... .......... 61%  391M 1s
 63050K .......... .......... .......... .......... .......... 61%  336M 1s
 63100K .......... .......... .......... .......... .......... 61%  391M 1s
 63150K .......... .......... .......... .......... .......... 61% 50.9M 1s
 63200K .......... .......... .......... .......... .......... 61%  319M 1s
 63250K .......... .......... .......... .......... .......... 61% 30.5M 1s
 63300K .......... .......... .......... .......... .......... 61%  187M 1s
 63350K .......... .......... .......... .......... .......... 61%  105M 1s
 63400K .......... .......... .......... .......... .......... 61% 95.8M 1s
 63450K .......... .......... .......... .......... .......... 62% 96.6M 1s
 63500K .......... .......... .......... .......... .......... 62% 87.5M 1s
 63550K .......... .......... .......... .......... .......... 62% 70.2M 1s
 63600K .......... .......... .......... .......... .......... 62% 90.7M 1s
 63650K .......... .......... .......... .......... .......... 62% 69.1M 1s
 63700K .......... .......... .......... .......... .......... 62% 73.6M 1s
 63750K .......... .......... .......... .......... .......... 62% 72.1M 1s
 63800K .......... .......... .......... .......... .......... 62% 51.3M 1s
 63850K .......... .......... .......... .......... .......... 62%  122M 1s
 63900K .......... .......... .......... .......... .......... 62% 72.6M 1s
 63950K .......... .......... .......... .......... .......... 62% 99.2M 1s
 64000K .......... .......... .......... .......... .......... 62%  105M 1s
 64050K .......... .......... .......... .......... .......... 62%  102M 1s
 64100K .......... .......... .......... .......... .......... 62% 92.1M 1s
 64150K .......... .......... .......... .......... .......... 62% 43.1M 1s
 64200K .......... .......... .......... .......... .......... 62% 85.9M 1s
 64250K .......... .......... .......... .......... .......... 62%  107M 1s
 64300K .......... .......... .......... .......... .......... 62%  201M 1s
 64350K .......... .......... .......... .......... .......... 62%  386M 1s
 64400K .......... .......... .......... .......... .......... 62%  390M 1s
 64450K .......... .......... .......... .......... .......... 62%  388M 1s
 64500K .......... .......... .......... .......... .......... 63%  337M 1s
 64550K .......... .......... .......... .......... .......... 63%  393M 1s
 64600K .......... .......... .......... .......... .......... 63% 2.29M 1s
 64650K .......... .......... .......... .......... .......... 63% 96.3M 1s
 64700K .......... .......... .......... .......... .......... 63%  120M 1s
 64750K .......... .......... .......... .......... .......... 63% 34.1M 1s
 64800K .......... .......... .......... .......... .......... 63%  118M 1s
 64850K .......... .......... .......... .......... .......... 63%  127M 1s
 64900K .......... .......... .......... .......... .......... 63%  102M 1s
 64950K .......... .......... .......... .......... .......... 63%  106M 1s
 65000K .......... .......... .......... .......... .......... 63%  119M 1s
 65050K .......... .......... .......... .......... .......... 63%  114M 1s
 65100K .......... .......... .......... .......... .......... 63%  102M 1s
 65150K .......... .......... .......... .......... .......... 63%  105M 1s
 65200K .......... .......... .......... .......... .......... 63%  101M 1s
 65250K .......... .......... .......... .......... .......... 63%  121M 1s
 65300K .......... .......... .......... .......... .......... 63%  116M 1s
 65350K .......... .......... .......... .......... .......... 63%  114M 1s
 65400K .......... .......... .......... .......... .......... 63% 96.1M 1s
 65450K .......... .......... .......... .......... .......... 63%  105M 1s
 65500K .......... .......... .......... .......... .......... 64%  105M 1s
 65550K .......... .......... .......... .......... .......... 64%  116M 1s
 65600K .......... .......... .......... .......... .......... 64%  100M 1s
 65650K .......... .......... .......... .......... .......... 64% 49.3M 1s
 65700K .......... .......... .......... .......... .......... 64% 23.4M 1s
 65750K .......... .......... .......... .......... .......... 64%  110M 1s
 65800K .......... .......... .......... .......... .......... 64% 73.6M 1s
 65850K .......... .......... .......... .......... .......... 64% 26.2M 1s
 65900K .......... .......... .......... .......... .......... 64% 45.8M 1s
 65950K .......... .......... .......... .......... .......... 64% 62.3M 1s
 66000K .......... .......... .......... .......... .......... 64% 29.2M 1s
 66050K .......... .......... .......... .......... .......... 64% 21.7M 1s
 66100K .......... .......... .......... .......... .......... 64% 32.3M 1s
 66150K .......... .......... .......... .......... .......... 64% 21.2M 1s
 66200K .......... .......... .......... .......... .......... 64% 16.3M 1s
 66250K .......... .......... .......... .......... .......... 64%  274M 1s
 66300K .......... .......... .......... .......... .......... 64%  208M 1s
 66350K .......... .......... .......... .......... .......... 64%  281M 1s
 66400K .......... .......... .......... .......... .......... 64%  367M 1s
 66450K .......... .......... .......... .......... .......... 64%  309M 1s
 66500K .......... .......... .......... .......... .......... 64%  374M 1s
 66550K .......... .......... .......... .......... .......... 65%  369M 1s
 66600K .......... .......... .......... .......... .......... 65%  376M 1s
 66650K .......... .......... .......... .......... .......... 65%  320M 1s
 66700K .......... .......... .......... .......... .......... 65%  373M 1s
 66750K .......... .......... .......... .......... .......... 65%  374M 1s
 66800K .......... .......... .......... .......... .......... 65%  375M 1s
 66850K .......... .......... .......... .......... .......... 65%  323M 1s
 66900K .......... .......... .......... .......... .......... 65%  373M 1s
 66950K .......... .......... .......... .......... .......... 65%  377M 1s
 67000K .......... .......... .......... .......... .......... 65%  378M 1s
 67050K .......... .......... .......... .......... .......... 65%  323M 1s
 67100K .......... .......... .......... .......... .......... 65%  379M 1s
 67150K .......... .......... .......... .......... .......... 65%  381M 1s
 67200K .......... .......... .......... .......... .......... 65%  383M 1s
 67250K .......... .......... .......... .......... .......... 65%  328M 1s
 67300K .......... .......... .......... .......... .......... 65%  380M 1s
 67350K .......... .......... .......... .......... .......... 65%  384M 1s
 67400K .......... .......... .......... .......... .......... 65% 2.87M 1s
 67450K .......... .......... .......... .......... .......... 65%  103M 1s
 67500K .......... .......... .......... .......... .......... 65% 92.8M 1s
 67550K .......... .......... .......... .......... .......... 66%  125M 1s
 67600K .......... .......... .......... .......... .......... 66% 19.5M 1s
 67650K .......... .......... .......... .......... .......... 66% 97.0M 1s
 67700K .......... .......... .......... .......... .......... 66%  121M 1s
 67750K .......... .......... .......... .......... .......... 66%  119M 1s
 67800K .......... .......... .......... .......... .......... 66% 93.2M 1s
 67850K .......... .......... .......... .......... .......... 66% 95.1M 1s
 67900K .......... .......... .......... .......... .......... 66% 84.3M 1s
 67950K .......... .......... .......... .......... .......... 66%  137M 1s
 68000K .......... .......... .......... .......... .......... 66%  109M 1s
 68050K .......... .......... .......... .......... .......... 66%  105M 1s
 68100K .......... .......... .......... .......... .......... 66%  124M 1s
 68150K .......... .......... .......... .......... .......... 66% 90.6M 1s
 68200K .......... .......... .......... .......... .......... 66%  134M 1s
 68250K .......... .......... .......... .......... .......... 66%  115M 1s
 68300K .......... .......... .......... .......... .......... 66%  111M 1s
 68350K .......... .......... .......... .......... .......... 66% 83.2M 1s
 68400K .......... .......... .......... .......... .......... 66% 71.3M 1s
 68450K .......... .......... .......... .......... .......... 66%  128M 1s
 68500K .......... .......... .......... .......... .......... 66%  131M 1s
 68550K .......... .......... .......... .......... .......... 66% 69.3M 1s
 68600K .......... .......... .......... .......... .......... 67%  146M 1s
 68650K .......... .......... .......... .......... .......... 67%  198M 1s
 68700K .......... .......... .......... .......... .......... 67%  135M 1s
 68750K .......... .......... .......... .......... .......... 67%  119M 1s
 68800K .......... .......... .......... .......... .......... 67% 98.5M 1s
 68850K .......... .......... .......... .......... .......... 67%  121M 1s
 68900K .......... .......... .......... .......... .......... 67%  115M 1s
 68950K .......... .......... .......... .......... .......... 67% 40.4M 1s
 69000K .......... .......... .......... .......... .......... 67% 21.9M 1s
 69050K .......... .......... .......... .......... .......... 67% 87.6M 1s
 69100K .......... .......... .......... .......... .......... 67%  120M 1s
 69150K .......... .......... .......... .......... .......... 67% 99.1M 1s
 69200K .......... .......... .......... .......... .......... 67% 53.9M 1s
 69250K .......... .......... .......... .......... .......... 67%  144M 1s
 69300K .......... .......... .......... .......... .......... 67% 55.0M 1s
 69350K .......... .......... .......... .......... .......... 67%  144M 1s
 69400K .......... .......... .......... .......... .......... 67% 39.2M 1s
 69450K .......... .......... .......... .......... .......... 67% 46.0M 1s
 69500K .......... .......... .......... .......... .......... 67% 13.0M 1s
 69550K .......... .......... .......... .......... .......... 67%  121M 1s
 69600K .......... .......... .......... .......... .......... 68% 84.2M 1s
 69650K .......... .......... .......... .......... .......... 68%  119M 1s
 69700K .......... .......... .......... .......... .......... 68% 2.54M 1s
 69750K .......... .......... .......... .......... .......... 68%  134M 1s
 69800K .......... .......... .......... .......... .......... 68% 77.9M 1s
 69850K .......... .......... .......... .......... .......... 68%  147M 1s
 69900K .......... .......... .......... .......... .......... 68%  146M 1s
 69950K .......... .......... .......... .......... .......... 68%  145M 1s
 70000K .......... .......... .......... .......... .......... 68%  127M 1s
 70050K .......... .......... .......... .......... .......... 68%  168M 1s
 70100K .......... .......... .......... .......... .......... 68%  177M 1s
 70150K .......... .......... .......... .......... .......... 68%  111M 1s
 70200K .......... .......... .......... .......... .......... 68% 97.7M 1s
 70250K .......... .......... .......... .......... .......... 68%  124M 1s
 70300K .......... .......... .......... .......... .......... 68% 65.8M 1s
 70350K .......... .......... .......... .......... .......... 68%  217M 1s
 70400K .......... .......... .......... .......... .......... 68%  108M 1s
 70450K .......... .......... .......... .......... .......... 68%  109M 1s
 70500K .......... .......... .......... .......... .......... 68% 97.6M 1s
 70550K .......... .......... .......... .......... .......... 68%  141M 1s
 70600K .......... .......... .......... .......... .......... 68% 90.0M 1s
 70650K .......... .......... .......... .......... .......... 69%  108M 1s
 70700K .......... .......... .......... .......... .......... 69%  122M 1s
 70750K .......... .......... .......... .......... .......... 69%  100M 1s
 70800K .......... .......... .......... .......... .......... 69%  114M 1s
 70850K .......... .......... .......... .......... .......... 69%  103M 1s
 70900K .......... .......... .......... .......... .......... 69%  115M 1s
 70950K .......... .......... .......... .......... .......... 69%  126M 1s
 71000K .......... .......... .......... .......... .......... 69% 73.8M 1s
 71050K .......... .......... .......... .......... .......... 69%  161M 1s
 71100K .......... .......... .......... .......... .......... 69%  116M 1s
 71150K .......... .......... .......... .......... .......... 69%  112M 1s
 71200K .......... .......... .......... .......... .......... 69%  118M 1s
 71250K .......... .......... .......... .......... .......... 69% 99.0M 1s
 71300K .......... .......... .......... .......... .......... 69% 95.5M 1s
 71350K .......... .......... .......... .......... .......... 69% 92.7M 1s
 71400K .......... .......... .......... .......... .......... 69%  184M 1s
 71450K .......... .......... .......... .......... .......... 69%  120M 1s
 71500K .......... .......... .......... .......... .......... 69%  100M 1s
 71550K .......... .......... .......... .......... .......... 69%  116M 1s
 71600K .......... .......... .......... .......... .......... 69% 73.7M 1s
 71650K .......... .......... .......... .......... .......... 70%  206M 1s
 71700K .......... .......... .......... .......... .......... 70% 98.3M 1s
 71750K .......... .......... .......... .......... .......... 70% 96.3M 1s
 71800K .......... .......... .......... .......... .......... 70%  100M 1s
 71850K .......... .......... .......... .......... .......... 70%  157M 1s
 71900K .......... .......... .......... .......... .......... 70% 22.7M 1s
 71950K .......... .......... .......... .......... .......... 70%  116M 1s
 72000K .......... .......... .......... .......... .......... 70%  119M 1s
 72050K .......... .......... .......... .......... .......... 70% 85.4M 1s
 72100K .......... .......... .......... .......... .......... 70%  146M 1s
 72150K .......... .......... .......... .......... .......... 70%  111M 1s
 72200K .......... .......... .......... .......... .......... 70% 96.4M 1s
 72250K .......... .......... .......... .......... .......... 70%  118M 1s
 72300K .......... .......... .......... .......... .......... 70%  124M 1s
 72350K .......... .......... .......... .......... .......... 70% 84.1M 1s
 72400K .......... .......... .......... .......... .......... 70%  137M 1s
 72450K .......... .......... .......... .......... .......... 70%  109M 1s
 72500K .......... .......... .......... .......... .......... 70%  120M 1s
 72550K .......... .......... .......... .......... .......... 70% 18.7M 1s
 72600K .......... .......... .......... .......... .......... 70%  107M 1s
 72650K .......... .......... .......... .......... .......... 70%  114M 1s
 72700K .......... .......... .......... .......... .......... 71%  108M 1s
 72750K .......... .......... .......... .......... .......... 71% 2.60M 1s
 72800K .......... .......... .......... .......... .......... 71% 60.2M 1s
 72850K .......... .......... .......... .......... .......... 71%  107M 1s
 72900K .......... .......... .......... .......... .......... 71%  102M 1s
 72950K .......... .......... .......... .......... .......... 71%  109M 1s
 73000K .......... .......... .......... .......... .......... 71%  103M 1s
 73050K .......... .......... .......... .......... .......... 71%  106M 1s
 73100K .......... .......... .......... .......... .......... 71%  127M 1s
 73150K .......... .......... .......... .......... .......... 71%  102M 1s
 73200K .......... .......... .......... .......... .......... 71%  106M 1s
 73250K .......... .......... .......... .......... .......... 71% 15.7M 1s
 73300K .......... .......... .......... .......... .......... 71%  134M 1s
 73350K .......... .......... .......... .......... .......... 71%  104M 1s
 73400K .......... .......... .......... .......... .......... 71% 47.6M 1s
 73450K .......... .......... .......... .......... .......... 71% 85.5M 1s
 73500K .......... .......... .......... .......... .......... 71%  147M 1s
 73550K .......... .......... .......... .......... .......... 71%  169M 1s
 73600K .......... .......... .......... .......... .......... 71%  173M 1s
 73650K .......... .......... .......... .......... .......... 71%  141M 1s
 73700K .......... .......... .......... .......... .......... 72%  102M 1s
 73750K .......... .......... .......... .......... .......... 72%  193M 1s
 73800K .......... .......... .......... .......... .......... 72%  113M 1s
 73850K .......... .......... .......... .......... .......... 72% 94.1M 1s
 73900K .......... .......... .......... .......... .......... 72%  116M 1s
 73950K .......... .......... .......... .......... .......... 72%  124M 1s
 74000K .......... .......... .......... .......... .......... 72%  110M 1s
 74050K .......... .......... .......... .......... .......... 72%  107M 1s
 74100K .......... .......... .......... .......... .......... 72%  103M 1s
 74150K .......... .......... .......... .......... .......... 72% 96.9M 1s
 74200K .......... .......... .......... .......... .......... 72%  119M 1s
 74250K .......... .......... .......... .......... .......... 72%  124M 1s
 74300K .......... .......... .......... .......... .......... 72%  106M 1s
 74350K .......... .......... .......... .......... .......... 72% 95.5M 1s
 74400K .......... .......... .......... .......... .......... 72%  115M 1s
 74450K .......... .......... .......... .......... .......... 72%  122M 1s
 74500K .......... .......... .......... .......... .......... 72% 96.8M 1s
 74550K .......... .......... .......... .......... .......... 72%  113M 1s
 74600K .......... .......... .......... .......... .......... 72%  113M 1s
 74650K .......... .......... .......... .......... .......... 72% 24.6M 1s
 74700K .......... .......... .......... .......... .......... 72%  107M 1s
 74750K .......... .......... .......... .......... .......... 73%  107M 1s
 74800K .......... .......... .......... .......... .......... 73%  122M 1s
 74850K .......... .......... .......... .......... .......... 73%  101M 1s
 74900K .......... .......... .......... .......... .......... 73%  107M 1s
 74950K .......... .......... .......... .......... .......... 73%  110M 1s
 75000K .......... .......... .......... .......... .......... 73% 91.8M 1s
 75050K .......... .......... .......... .......... .......... 73%  143M 1s
 75100K .......... .......... .......... .......... .......... 73%  115M 1s
 75150K .......... .......... .......... .......... .......... 73%  107M 1s
 75200K .......... .......... .......... .......... .......... 73% 97.2M 1s
 75250K .......... .......... .......... .......... .......... 73%  127M 1s
 75300K .......... .......... .......... .......... .......... 73%  104M 1s
 75350K .......... .......... .......... .......... .......... 73%  104M 1s
 75400K .......... .......... .......... .......... .......... 73%  118M 1s
 75450K .......... .......... .......... .......... .......... 73%  103M 1s
 75500K .......... .......... .......... .......... .......... 73%  106M 1s
 75550K .......... .......... .......... .......... .......... 73%  107M 1s
 75600K .......... .......... .......... .......... .......... 73%  118M 1s
 75650K .......... .......... .......... .......... .......... 73%  101M 1s
 75700K .......... .......... .......... .......... .......... 73%  104M 1s
 75750K .......... .......... .......... .......... .......... 74% 2.78M 1s
 75800K .......... .......... .......... .......... .......... 74% 84.0M 1s
 75850K .......... .......... .......... .......... .......... 74% 51.7M 1s
 75900K .......... .......... .......... .......... .......... 74%  108M 1s
 75950K .......... .......... .......... .......... .......... 74% 81.1M 1s
 76000K .......... .......... .......... .......... .......... 74% 8.21M 1s
 76050K .......... .......... .......... .......... .......... 74%  100M 1s
 76100K .......... .......... .......... .......... .......... 74%  113M 1s
 76150K .......... .......... .......... .......... .......... 74% 97.9M 1s
 76200K .......... .......... .......... .......... .......... 74%  103M 1s
 76250K .......... .......... .......... .......... .......... 74%  119M 1s
 76300K .......... .......... .......... .......... .......... 74%  107M 1s
 76350K .......... .......... .......... .......... .......... 74% 96.7M 1s
 76400K .......... .......... .......... .......... .......... 74%  122M 1s
 76450K .......... .......... .......... .......... .......... 74%  124M 1s
 76500K .......... .......... .......... .......... .......... 74% 88.5M 1s
 76550K .......... .......... .......... .......... .......... 74%  128M 1s
 76600K .......... .......... .......... .......... .......... 74%  113M 1s
 76650K .......... .......... .......... .......... .......... 74%  120M 1s
 76700K .......... .......... .......... .......... .......... 74% 93.2M 1s
 76750K .......... .......... .......... .......... .......... 75%  103M 1s
 76800K .......... .......... .......... .......... .......... 75%  120M 1s
 76850K .......... .......... .......... .......... .......... 75%  102M 1s
 76900K .......... .......... .......... .......... .......... 75%  108M 1s
 76950K .......... .......... .......... .......... .......... 75%  116M 1s
 77000K .......... .......... .......... .......... .......... 75%  123M 1s
 77050K .......... .......... .......... .......... .......... 75%  107M 1s
 77100K .......... .......... .......... .......... .......... 75%  113M 1s
 77150K .......... .......... .......... .......... .......... 75% 48.9M 1s
 77200K .......... .......... .......... .......... .......... 75%  197M 1s
 77250K .......... .......... .......... .......... .......... 75%  141M 1s
 77300K .......... .......... .......... .......... .......... 75% 93.8M 1s
 77350K .......... .......... .......... .......... .......... 75%  203M 1s
 77400K .......... .......... .......... .......... .......... 75% 24.8M 1s
 77450K .......... .......... .......... .......... .......... 75%  103M 1s
 77500K .......... .......... .......... .......... .......... 75%  117M 1s
 77550K .......... .......... .......... .......... .......... 75% 81.2M 1s
 77600K .......... .......... .......... .......... .......... 75%  171M 1s
 77650K .......... .......... .......... .......... .......... 75%  117M 1s
 77700K .......... .......... .......... .......... .......... 75% 99.3M 1s
 77750K .......... .......... .......... .......... .......... 75%  101M 1s
 77800K .......... .......... .......... .......... .......... 76%  131M 1s
 77850K .......... .......... .......... .......... .......... 76%  110M 1s
 77900K .......... .......... .......... .......... .......... 76% 98.7M 1s
 77950K .......... .......... .......... .......... .......... 76%  101M 1s
 78000K .......... .......... .......... .......... .......... 76%  103M 1s
 78050K .......... .......... .......... .......... .......... 76%  130M 1s
 78100K .......... .......... .......... .......... .......... 76%  104M 1s
 78150K .......... .......... .......... .......... .......... 76%  121M 1s
 78200K .......... .......... .......... .......... .......... 76% 96.0M 1s
 78250K .......... .......... .......... .......... .......... 76%  124M 1s
 78300K .......... .......... .......... .......... .......... 76% 87.3M 1s
 78350K .......... .......... .......... .......... .......... 76%  116M 1s
 78400K .......... .......... .......... .......... .......... 76%  108M 1s
 78450K .......... .......... .......... .......... .......... 76%  114M 1s
 78500K .......... .......... .......... .......... .......... 76% 84.1M 1s
 78550K .......... .......... .......... .......... .......... 76%  145M 1s
 78600K .......... .......... .......... .......... .......... 76%  118M 1s
 78650K .......... .......... .......... .......... .......... 76%  118M 1s
 78700K .......... .......... .......... .......... .......... 76% 95.4M 1s
 78750K .......... .......... .......... .......... .......... 76%  132M 1s
 78800K .......... .......... .......... .......... .......... 77% 2.04M 1s
 78850K .......... .......... .......... .......... .......... 77%  108M 1s
 78900K .......... .......... .......... .......... .......... 77%  112M 1s
 78950K .......... .......... .......... .......... .......... 77%  120M 1s
 79000K .......... .......... .......... .......... .......... 77%  106M 1s
 79050K .......... .......... .......... .......... .......... 77%  105M 1s
 79100K .......... .......... .......... .......... .......... 77%  100M 1s
 79150K .......... .......... .......... .......... .......... 77%  120M 1s
 79200K .......... .......... .......... .......... .......... 77% 96.2M 1s
 79250K .......... .......... .......... .......... .......... 77%  126M 1s
 79300K .......... .......... .......... .......... .......... 77%  107M 1s
 79350K .......... .......... .......... .......... .......... 77% 93.2M 1s
 79400K .......... .......... .......... .......... .......... 77%  148M 1s
 79450K .......... .......... .......... .......... .......... 77% 97.2M 1s
 79500K .......... .......... .......... .......... .......... 77%  113M 1s
 79550K .......... .......... .......... .......... .......... 77% 98.8M 1s
 79600K .......... .......... .......... .......... .......... 77%  124M 1s
 79650K .......... .......... .......... .......... .......... 77%  103M 1s
 79700K .......... .......... .......... .......... .......... 77%  103M 1s
 79750K .......... .......... .......... .......... .......... 77%  124M 1s
 79800K .......... .......... .......... .......... .......... 77% 91.8M 1s
 79850K .......... .......... .......... .......... .......... 78%  120M 1s
 79900K .......... .......... .......... .......... .......... 78% 88.6M 1s
 79950K .......... .......... .......... .......... .......... 78%  143M 1s
 80000K .......... .......... .......... .......... .......... 78%  104M 1s
 80050K .......... .......... .......... .......... .......... 78% 95.1M 1s
 80100K .......... .......... .......... .......... .......... 78%  139M 1s
 80150K .......... .......... .......... .......... .......... 78% 21.2M 1s
 80200K .......... .......... .......... .......... .......... 78%  104M 1s
